Entidad,Proveedor,Valor (COP),Fecha del Proceso,Año
INSTITUTO UNIVERSITARIO DE LA PAZ,BIO MAQUINARIA Y EQUIPOS SAS,969328381.0,2025-09-02,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,COMRED SAS,22940000.0,2022-08-08,2022.0
EMPRESA SOCIAL DEL ESTADO BARRANCABERMEJA,CONSORCIO CDV 2023,4042726506.0,2023-03-29,2023.0
PSS S.A.,JHON FREDDY FONNEGRA OSORIO,4200000.0,2022-09-26,2022.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,CLAUDIA CECILIA JACOME RANGEL,15008640.0,2021-09-07,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VALENTUS SAS,14800000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,REPRESENTACIONES GANADERAS LIMITADA REPREGAN LTDA,1600000.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,5042600.0,2021-08-27,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,5500000.0,2022-08-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,15150000.0,2023-07-27,2023.0
INSTITUTO UNIVERSITARIO DE LA PAZ,AXA COLPATRIA SEGUROS S.A,63651599.0,2022-11-09,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SANTANDEREANA DE QUIMICOS Y REACTIVOS SAS,11100000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,53977496.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,TELARES MEDELLIN HOGAR SAS,12000000.0,2022-11-30,2022.0
INSTITUTO UNIVERSITARIO DE LA PAZ,BESTEK SAS,24512810.0,2025-05-20,2025.0
PSS S.A.,BRICEIDA CARRILLO DIAZ,13300000.0,2022-08-18,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,2840000.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VALENTUS SAS,22999000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,REPRESENTACIONES GANADERAS LIMITADA REPREGAN LTDA,85678489.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,52238046.0,2021-06-22,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VETERINARIA LA RED S.A.S.,1600000.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,20000000.0,2022-08-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,COMRED SAS,8127786.0,2022-08-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,140552646.0,2022-07-13,2022.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",WORKSAIT SAS,70399198.0,2023-12-11,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,BESTEK SAS,58682000.0,2025-07-01,2025.0
PERSONERIA MUNICIPAL DE BARRANCABERMEJA,CLAUDIA CECILIA JACOME RANGEL,11466700.0,2022-10-31,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CONSORCIO HG 2025,29000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,GRAN COMERCIALIZADORA DE SANTANDER SAS,30216000.0,2023-12-01,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VETERINARIA LA RED S.A.S.,139000000.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,15665000.0,2024-11-26,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DEICY BRAVO JOJOA,19596000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,7200000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,EQUISUMINISTROS Y CONSTRUCCIONES SAS,20160000.0,2025-07-01,2025.0
INSTITUTO UNIVERSITARIO DE LA PAZ,CLAUDIA CECILIA JACOME RANGEL,5477000.0,2021-10-14,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,4350000.0,2023-07-27,2023.0
CONCEJOBARRANCA,GRUPO EMPRESARIAL DE NEGOCIOS Y LOGISTICA DE COLOMBIA SAS,24985400.0,2021-12-24,2021.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,LEXA SERVICIOS Y SUMINISTROS SAS,931087.0,2019-10-24,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,GRAN COMERCIALIZADORA DE SANTANDER SAS,39030146.0,2019-03-19,2019.0
INSTITUTO UNIVERSITARIO DE LA PAZ,SUMINISTROS Y ASESORIAS S&R S.A.S,33055575.0,2025-05-02,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,8471131.0,2019-09-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SERVICIOS Y DISENOS MECATRONICOS SAS,15000000.0,2020-07-28,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MARQUEZ ASOCIADOS S.A.S.,48929128.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SERVICENTRO SAN ANDRES SAS,41742171.0,2020-03-13,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DEICY BRAVO JOJOA,111190802.0,2025-07-01,2025.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,PC-INGENIERIA SAS,14214667.0,2022-03-15,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SANTANDEREANA DE QUIMICOS Y REACTIVOS SAS,3500000.0,2023-07-27,2023.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,ITO SOFTWARE SAS,10069500.0,2022-03-29,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,COMRED SAS,25661067.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,131000000.0,2025-07-01,2025.0
INSTITUTO UNIVERSITARIO DE LA PAZ,MONSAING S.A.S,5000000.0,2025-07-16,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MARQUEZ ASOCIADOS S.A.S.,9360000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,20000000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PROFITECNICAS LIMITADA,13423500.0,2018-12-03,2018.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,COMFENALCO SANTANDER,2499000.0,2018-08-02,2018.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,NEGOCIOS E INVERSIONES SINGS,29800795.0,2023-11-30,2023.0
INSTITUTO UNIVERSITARIO DE LA PAZ,ASOCIACION DE TRABAJADORES DEL SISTEMA EDUCATIVO NACIONAL UNIVERSITARIO Y DE TICS DE APRENDIZAJE,953214952.0,2023-01-31,2023.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,ASEOS Y SERVICIOS DE COLOMBIA ASSEAR S.A.S.,18255615.0,2022-03-07,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,GRUPO CAF TECNOLOGIA,30216000.0,2023-12-01,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VALENTUS SAS,20000000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,3500000.0,2023-07-27,2023.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,ELSA MARIA RUEDA LANDINEZ INGENIERIA SAS,23321025.0,2023-11-09,2023.0
INSTITUTO UNIVERSITARIO DE LA PAZ,EVOLUSIE S.A.S,17000000.0,2022-09-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DANIEL TARAZONA,2840000.0,2019-06-26,2019.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",KIWA CQR S.A.S,3567144.0,2021-11-19,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,TERMEC LIMITADA,23500000.0,2022-03-22,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,29151848.0,2022-09-29,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,BESTEK SAS,53283314.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CENTRAL DE HERRAMIENTAS DE COLOMBIA SAS,20000000.0,2022-08-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,REPRESENTACIONES GANADERAS LIMITADA REPREGAN LTDA,2650000.0,2019-06-26,2019.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,SOLTEC VM SAS,1202312.0,2020-08-31,2020.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,RAMIRO BAUTISTA CACERES,2054534.0,2020-03-25,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VALENTUS SAS,8000000.0,2024-07-23,2024.0
PSS S.A.,CARLOS ALBERTO LEAL DOMINGUEZ,12552000.0,2022-09-27,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,5990000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,6744000.0,2025-05-16,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,QUIMITRONICA SAS,12554986.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,15146000.0,2019-06-10,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,104111000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CONTROL SERVICES ENGINEERING S.A.S,47688750.0,2025-08-25,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CONSORCIO HG 2025,131000000.0,2025-07-01,2025.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,IMAGEN VIRTUAL WEB S.A.S,1150000.0,2023-10-30,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,4000000.0,2024-07-23,2024.0
PERSONERIA MUNICIPAL DE BARRANCABERMEJA,CREAR CIUDAD,29789990.0,2023-09-18,2023.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",BESTEK SAS,39229000.0,2025-09-04,2025.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,RVO IPS SAS,28751100.0,2023-10-12,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,48576525.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DEICY BRAVO JOJOA,131000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,203207874.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,15720000.0,2024-07-23,2024.0
PSS S.A.,JORGE EDUARDO ARDILA GOMEZ,2452000.0,2022-11-29,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,REPRESENTACIONES GANADERAS LIMITADA REPREGAN LTDA,2803500.0,2018-12-11,2018.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,20000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,979283.0,2022-06-21,2022.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",AMERICANA DE SERVICIOS LTDA,984300642.0,2024-06-07,2024.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CLAUDIA CECILIA JACOME RANGEL,12597886.0,2022-05-25,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,19596000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,4870000.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,JAIRO OSORIO CABALLERO,115518815.0,2020-04-27,2020.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,FUMIGOMEZ,3147200.0,2019-04-08,2019.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,MARIA EUGENIA PEREZ GUTIERREZ,74840000.0,2025-08-05,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,FRIO KING IMPORTACIONES Y DISTRIBUCIONES S.A.S.,49828084.0,2020-09-28,2020.0
PSS S.A.,SEA SCIENCE GROUP,98295000.0,2022-10-07,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VETERINARIA LA RED S.A.S.,5195656.0,2019-06-26,2019.0
INSTITUTO UNIVERSITARIO DE LA PAZ,AVANTIKA COLOMBIA S.A.S,288097810.0,2024-07-31,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,46509240.0,2024-07-23,2024.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",TALLER DE REFRIGERACION IRIARTE E HIJOS,22928721.0,2023-06-14,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SERVINTEBA SAS,20000000.0,2025-06-10,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,7610000.0,2022-10-27,2022.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,FREDDY JAIRON VARGAS GALVIS,11900000.0,2023-10-09,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CHELL ING,17272915.0,2023-08-02,2023.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,RONALD HUCKLEVERRY SERRANO GOMEZ,35861000.0,2024-11-15,2024.0
PERSONERIA MUNICIPAL DE BARRANCABERMEJA,EDUARDO ENRIQUE DIAZ ACEVEDO,11118405.0,2022-12-13,2022.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,KERLY CAROLINA GELVEZ GELVEZ,16330000.0,2021-07-28,2021.0
INSTITUTO UNIVERSITARIO DE LA PAZ,HDI SEGUROS COLOMBIA S.A.,108891544.0,2024-11-22,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,INGECAD PARTS SAS,10350000.0,2019-06-10,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CONTINENTES COMERCIALES S.A.S.,82899988.0,2019-12-17,2019.0
INSTITUTO UNIVERSITARIO DE LA PAZ,WORKSAIT SAS,31881104.0,2024-07-24,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,6722953.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VISTRONICA SAS,5000000.0,2021-05-21,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,55177567.0,2020-04-27,2020.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CLUB DEPORTIVO DE FUTBOL DE SALON JEANMA FSC,9576000.0,2022-10-07,2022.0
PSS S.A.,MARIA CARMENZA RENDON ORTEGA,8610000.0,2022-10-21,2022.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,SERVIYARIMA S.A.S,25826074.0,2023-03-13,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,BESTEK SAS,20160000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,11000000.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,14000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,32890000.0,2024-07-23,2024.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,SARAVIA BRAVO S.A.S,29995140.0,2024-08-21,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CARLOS ENRIQUEZ CALVETE,11442700.0,2022-09-29,2022.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,MARSAN SERVICES SAS,17571000.0,2024-06-19,2024.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,FUSION EMPRESARIAL AR,10137307.0,2021-04-06,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SUMINISTROS Y ASESORIAS S&R S.A.S,8413500.0,2023-12-04,2023.0
INSTITUTO UNIVERSITARIO DE LA PAZ,YOLANDA RUIZ GUEVARA,9788424.0,2025-05-06,2025.0
INSTITUCION EDUCATIVA TECNICO SUPERIOR INDUSTRIAL,JOCAR CONSTRUCCIONES Y SEGURIDAD INDUSTRIAL SAS,30410000.0,2023-07-06,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,22999000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DEICY BRAVO JOJOA,21348000.0,2025-07-01,2025.0
PSS S.A.,CESAR GARCIA,5333532.0,2022-10-26,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,BESTEK SAS,1275209.0,2025-05-07,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,EQUISUMINISTROS Y CONSTRUCCIONES SAS,5000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,57000000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,139000000.0,2019-06-26,2019.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,LA PREVISORA S.A. COMPANIA DE SEGUROS,11878781.0,2022-06-10,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,15720000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,QUIMITRONICA SAS,18164085.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ELOISA NIEBLES GOMEZ,55000000.0,2021-04-08,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,EQUISUMINISTROS Y CONSTRUCCIONES SAS,111190802.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ZAYDA ELENA GOMEZ RANGEL,22940000.0,2022-08-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DISTRIBUCIONES C.E.L,6000000.0,2022-04-01,2022.0
INSTITUTO UNIVERSITARIO DE LA PAZ,CORPORACION INTEGRAL DE SERVICIOS PROFESIONALES RED MODERNA,510000000.0,2025-06-26,2025.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,CDA EL BOSTON S.A.S.,8306200.0,2025-05-12,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,8250000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,7200000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,"INDUSTRIA, MANTENIMIENTO Y LUBRICACION TOTAL SAS",33679153.0,2024-07-23,2024.0
INSTITUTO UNIVERSITARIO DE LA PAZ,FONDO DE EMPLEADOS DEL INSTITUTO UNIVERSITARIO DE LA PAZ LIMITADA - FEDUPAZ LTDA,7810000.0,2025-07-30,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,JUAN DANIEL TORRES RIVAS,17335128.0,2022-12-06,2022.0
INSTITUTO UNIVERSITARIO DE LA PAZ,CLAUDIA CECILIA JACOME RANGEL,25500000.0,2022-11-16,2022.0
PSS S.A.,LABORATORIO DE ANALISIS Y SERVICIOS TECNICOS S.A.S,197217360.0,2022-11-17,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CONSORCIO HG 2025,21348000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ELOISA NIEBLES GOMEZ,25000000.0,2023-12-01,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SUMINISTROS MAYBE SAS,6727450.0,2019-06-26,2019.0
INSTITUTO UNIVERSITARIO DE LA PAZ,GOPHER GROUP SAS,39000000.0,2022-03-25,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,85678489.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CONVIL SOLUCIONES S.A.S,21951350.0,2019-11-18,2019.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,LA PREVISORA S.A. COMPANIA DE SEGUROS,15977865.0,2025-06-18,2025.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CLUB DEPORTIVO OBRAS PUBLICAS,15000000.0,2017-11-28,2017.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,15150000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SANTANDEREANA DE QUIMICOS Y REACTIVOS SAS,5000000.0,2023-07-27,2023.0
PSS S.A.,ERNESTO GARCIA MARTINEZ,7356000.0,2022-09-26,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,8000000.0,2024-07-23,2024.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",LIGA SANTANDERENANA DE PATINAJE,5000000.0,2018-01-26,2018.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,34798091.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,BESTEK SAS,21000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,29000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,3564388.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,24074874.0,2019-10-02,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,5000000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,3500000.0,2023-07-27,2023.0
PSS S.A.,ANDRES SANTIAGO MIRANDAJAIMES,4200000.0,2022-08-17,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ARDOBOT ROBOTICA SAS,23990700.0,2020-10-23,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,REPRESENTACIONES GANADERAS LIMITADA REPREGAN LTDA,2818500.0,2020-03-18,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SANDESOL S.A E.S.P,4426000.0,2021-05-31,2021.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,COLORBLACK S AS,1989000.0,2020-05-28,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,21000000.0,2025-07-01,2025.0
